id,title,tags
16962.0,Barbie Fairytopia: Magic of the Rainbow,BarbieFairytopiaCollection Animation Family Fantasy Romance Elina goes to a fairy school to learn dancing and fairy magic The spring of the fairy land is soon threatened by evil Laverna who intends to prevent fairies from performing the annual vital rainbow dance Elina must stop quarreling with her fellow students and unite them to save the first bud of the spring AlistairAbell SharonAlexander KathleenBarr WilliamLau
16985.0,Legally Blondes,LegallyBlondeCollection Comedy Moving from England to California the youngest cousins of Elle Woods must defend themselves when their schools reigning forces turn on the girls and try to frame them for a crime MillyRosso BeckyRosso ChristopherCousins SavageSteveHolland
17038.0,Lake Placid 2,LakePlacidCollection Horror ScienceFiction Man-eating crocodiles return to the lake as two males and one aggressive female crocodile which is protecting her nest wreak havoc on the locals JohnSchneider SamMcMurray SarahLafleur DavidFlores
17047.0,Agent Cody Banks 2: Destination London,AgentCodyBanksCollection Comedy With all-new gadgets high-flying action exciting chases and a wisecracking new handler Derek (Anthony Anderson) Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain FrankieMuniz AnthonyAnderson HannahSpearritt KevinAllen
17074.0,The Batman Superman Movie: World's Finest,Superman(DCUniverseAnimated)Collection Action Animation Joker goes to Metropolis with an offer and plan to kill Superman for Lex Luthor while Batman pursues the clown to Superman's turf TimDaly KevinConroy DanaDelany ToshihikoMasuda
17102.0,Dracula: Prince of Darkness,Dracula(HammerSeries) Horror Whilst vacationing in the Carpathian Mountain two couples stumble across the remains of Count Dracula's castle The Count's trusted servant kills one of the men suspending the body over the Count's ashes so that the blood drips from the corpse and saturates the blackened remains The ritual is completed the Count revived and his attentions focus on the dead man's wife who is to become his partner; devoted to an existence of depravity and evil ChristopherLee BarbaraShelley AndrewKeir TerenceFisher
17124.0,Wild Things: Diamonds in the Rough,"WildThingsCollection Crime Drama Mystery Once again set in the oceanfront Florida city of Blue Bay ""Wild Things 3"" tells the tale of snobby rich girl Marie Clifton Although she lives the life of luxury Marie's distraught over her stepfather not giving her a pair of diamonds valued at over $4 million that are entitled to her in her late mother's will That is until one of her classmates the local bad girl Elena Sandoval accuses her stepfather of rape Soon it's deja Vi all over again as Detective Michael Morrison and probation officer Kristen Richards investigate but as with the first ""Wild Things"" everything is not what it seems to be and everybody has secrets to hide SerahD'Laine SandraMcCoy DinaMeyer JayLowi"
17134.0,12 Rounds,12RoundsCollection Action Adventure Drama Thriller When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist the thief's girlfriend is accidentally killed Hungry for revenge the criminal mastermind breaks out of prison and kidnaps Danny's fiancee To save her Danny must successfully navigate his way through an elaborate series of tasks and puzzles or else watch the love of his life die JohnCena AidanGillen AshleyScott RennyHarlin
17169.0,Any Which Way You Can,Philo&ClydeCollection Action Adventure Comedy Philo takes part in a bare knuckle fight - as he does - to make some more money than he can earn from his car repair business He decides to retire from fighting but when the Mafia come along and arrange another fight he is pushed into it A motorcycle gang and an orangutan called Clyde all add to the 'fun' ClintEastwood SondraLocke GeoffreyLewis BuddyVanHorn
17264.0,The Black Stallion,TheBlackStallionCollection Adventure Family While traveling with his father young Alec becomes fascinated by a mysterious Arabian stallion that is brought on board and stabled in the ship he is sailing on When it tragically sinks both he and the horse survive only to be stranded on a deserted island He befriends it so when finally rescued both return to his home where they soon meet Henry Dailey a once successful trainer Together they begin training the horse to race against the fastest ones in the world KellyReno MickeyRooney TeriGarr CarrollBallard
17337.0,The Land Before Time VI: The Secret of Saurus Rock,TheLandBeforeTimeCollection Family Animation Legends claim that Saurus Rock keeps bad luck out of the Great Valley Is it really true? Could the mysterious Longneck named Doe be the famous Lone Dinosaur who can defeat a Sharptooth with his lasso-like tail? To find out Littlefoot and company must cross theiGreat Valley and face a dangerous Sharptooth themselves! ThomasDekker KennethMars AnndiMcAfee CharlesGrosvenor
17339.0,Force 10 from Navarone,NavaroneCollection Action Adventure War Thriller Mallory and Miller are back The survivors of Navarone are sent on a mission along with a unit called Force 10 which is led by Colonel Barnsby But Force 10 has a mission of their own which the boys know nothing about HarrisonFord RobertShaw BarbaraBach GuyHamilton
17346.0,Grey Gardens,GreyGardensCollection Documentary An old mother and her middle-aged daughter the aunt and cousin of Jacqueline Kennedy Onassis live their eccentric lives in a filthy decaying mansion in East Hampton EdithBouvierBeale BrooksHyers NormanVincentPeale AlbertMaysles DavidMaysles MuffieMeyer EllenHovde
17350.0,The Brice Man,BriceCollection Comedy A wannabe surfer parties on the French Riviera while awaiting the perfect wave JeanDujardin BrunoSalomone ClovisCornillac JamesHuth
17386.0,Revenge of the Ninja,EntertheNinjaCollection Action Crime Drama Thriller After his family is killed in Japan by ninjas Cho and his son Kane come to America to start a new life He opens a doll shop but is unwittingly importing heroin in the dolls When he finds out that his friend has betrayed him Cho must prepare for the ultimate battle he has ever been involved in ShoKosugi KeithVitali VirgilFrye SamFirstenberg
17455.0,Hellraiser: Deader,HellraiserCollection Horror Mystery Thriller In London after investigating crack addicted junkies for an article in her newspaper Amy Klein watches a bizarre videotape where an underground group of youngsters in Bucharest apparently becoming zombies Amy finds Marla dead with a puzzle cube in her hands She brings the object to her hotel room and opens it beginning her journey to hell KariWuhrer PaulRhys SimonKunz RickBota
17456.0,BloodRayne: Deliverance,BloodRayneCollection Action Horror Western Rayne a half-human half-vampire warrior is in the America's 1880's Wild West to stop the vampired Billy the Kid and his posse of vampire cowboys NatassiaMalthe ZackWard MichaelParé UweBoll
17464.0,Breakin' 2: Electric Boogaloo,"Breakin'Collection Drama Music The dance crew from ""Breakin'"" bands together to save a community center from a greedy developer bent on building a shopping center in its place LucindaDickey AdolfoQuinones MichaelChambers SamFirstenberg"
17532.0,S. Darko,DarkoCollection Thriller Crime ScienceFiction Mystery S Darko follows Samantha Darko the younger sister of Donnie the protagonist of Donnie Darko and her friend Corey On their way to California their car breaks down forcing them to wait in a small town until it is fixed While there Samantha begins to have dreams that warn her of the end of the universe DaveighChase ElizabethBerkley BrianaEvigan ChrisFisher
17604.0,She,SheCollection Romance Fantasy Adventure The lost city of Kuma is ruled by the cruel arrogant beautiful queen Ayesha gifted with eternal life She lures Leo Vincey into her world seeing in him the reincarnation of the lover she long ago murdered in a fit of violent jealousy Against all advice Leo is determined to stay and Ayesha persuades him to bathe in the flame of eternal youth with disastrous consequences UrsulaAndress PeterCushing BernardCribbins RobertDay
17663.0,Anne of Green Gables,AnneofGreenGablesCollection Drama Family At the turn of the century on Prince Edward Island Matthew Cuthbert and his sister Marilla decide to take on an orphan boy as help for their farm But they get an unexpected jolt when they're mistakenly sent a girl instead: Anne Shirley Anne's a dreamer with an unusual point of view far removed from Marilla's pragmatic ways and it's only on trial that Marilla agrees to keep Anne MeganFollows ColleenDewhurst RichardFarnsworth KevinSullivan
17692.0,Jaws 3-D,TheJawsCollection Thriller Horror This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park However later it is discovered that the shark's 35-foot mother is also a guest at Sea World What follows is the shark wreaking havoc on the visitors in the park DennisQuaid BessArmstrong SimonMacCorkindale JoeAlves
17897.0,The Golden Voyage of Sinbad,TheSinbadCollection Action Adventure Drama Fantasy Sinbad and his crew intercept a homunculus carrying a golden tablet Koura the creator of the homunculus and practitioner of evil magic wants the tablet back and pursues Sinbad Meanwhile Sinbad meets the Vizier who has another part of the interlocking golden map and they mount a quest across the seas to solve the riddle of the map JohnPhillipLaw CarolineMunro TomBaker GordonHessler
17911.0,Mega Shark vs Giant Octopus,MegaSharkCollection Horror ScienceFiction The California coast is terrorized by two enormous prehistoric sea creatures as they battle each other for supremacy of the sea LorenzoLamas DebbieGibson SeanLawlor JackPerez
17918.0,Swamp Thing,SwampThingCollection Horror ScienceFiction Dr Alec Holland hidden away in the depths of a murky swamp is trying to create a new species - a combination of animal and plant capable of adapting and thriving in the harshest conditions Unfortunately he becomes subject of his own creation and is transformed Arcane desperate for the formula attempts to capture the Swamp Thing An explosive chase ensues that ultimately ends with a confrontation between Holland and a changed Arcane LouisJourdan AdrienneBarbeau RayWise WesCraven
17965.0,The Abominable Dr. Phibes,DrPhibesCollection Comedy Horror Famous organist Anton Phibes is horribly disfigured in an automobile accident while rushing to the side of his sick wife and presumed to be dead Once Phibes learns that his wife died on the operating table he is convinced the doctor's are responsible and begins exacting his revenge on all those involved VincentPrice JosephCotten VirginiaNorth RobertFuest
17984.0,The Absent-Minded Professor,FlubberCollection Comedy Family ScienceFiction Hailed as one of Walt Disney's most hilarious comedies The Absent-Minded Professor contains two essential elements for laughter - Fred MacMurray and Flubber his gravity-defying formula for flying rubber! FredMacMurray NancyOlson KeenanWynn RobertStevenson
17994.0,Witchboard,WitchboardCollection Horror Playing around with a Ouija board a trio of friends succeeds in contacting the spirit of a young boy Trouble begins when the evil spirit Malfeitor takes over one of their bodies StephenNichols TawnyKitaen ToddAllen KevinTenney
18009.0,Leprechaun 2,LeprechaunCollection(OriginalSeries) Comedy Horror A thousand years ago the Leprechaun left a bloody trail when he ripped through the countryside in search of his stolen gold Now he's back in the big city using all of his deadly tricks to snare the girl of his nightmares His bloody quest becomes more deadly when her boyfriend steals one of the Leprechaun's gold coins The town soon discovers two dead bodies and a trail of gold dust leads them to the Leprechaun's lair WarwickDavis CharlieHeath ShevonneDurkin RodmanFlender
18011.0,Leprechaun in the Hood,LeprechaunCollection(OriginalSeries) Horror When Butch Postmaster P and Stray Bullet loot the local hip-hop mogul's studio to fund their demo album the threesome unwittingly ends up with the secret of Mack Daddy's success: a magical flute Their gigs instantly turn golden but a blood-thristy Leprechaun and an angry Mack Daddy are hot on their trail leaving a wake of destruction tainted by politically incorrect limericks WarwickDavis Ice-T AnthonyMontgomery RobSpera
18070.0,Black Dawn,TheForeignerCollection Action Jonathan Cold returns this time he goes Undercover to stop a group of Terrorists before they bomb Los Angeles StevenSeagal TamaraDavies JohnPyper-Ferguson AlexanderGruszynski
18086.0,Fright Night Part 2,FrightNightCollection Comedy Horror After three years of therapy Charley Brewster now a college student is convinced that Jerry Dandridge was a serial killer posing as a vampire But when Regine a mysterious actress and her entourage move into Peter Vincent's apartment block the nightmare starts again - and this time it's personal! RoddyMcDowall WilliamRagsdale TraciLind TommyLeeWallace
18111.0,Bride of Re-Animator,Re-AnimatorCollection Comedy Horror ScienceFiction Herbert West once again revives the dead This time he brings Dan's ex-girlfriend's heart back inside a 'perfect' body Dr Hill returns as the evil nemesis who lost his head JeffreyCombs BruceAbbott ClaudeEarlJones BrianYuzna
18113.0,National Lampoon Presents Dorm Daze,DormDazeCollection Comedy Chaos and misunderstandings ensue in a coed dorm TatyanaAli BotiBliss GableCarr DavidHillenbrand ScottHillenbrand
18198.0,Barbie Mariposa and Her Butterfly Fairy Friends,BarbieMariposaCollection Animation Fantasy Family Elina heroine of the Fairytopia films tells her friend Bibble the story of Flutterfield a faraway kingdom populated by fairies with butterfly wings Henna the evil butterfly fairy has poisoned the queen of Flutterfield in an attempt to take over the kingdom TabithaStGermain KathleenBarr ErinMathews ConradHelten
18220.0,Poison Ivy II: Lily,PoisonIvyCollection Drama Romance Thriller A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room and in so doing causes complications that result in two men a student and her art professor lusting after her AlyssaMilano JohnathonSchaech XanderBerkeley AnneGoursaud
18222.0,Poison Ivy: The New Seduction,PoisonIvyCollection Thriller Romance A sinister seductress vows to destroy a suburban family JaimePressly MeganEdwards MichaelDesBarres KurtVoss
18239.0,The Twilight Saga: New Moon,TheTwilightCollection Adventure Fantasy Drama Romance Forks Washington resident Bella Swan is reeling from the departure of her vampire love Edward Cullen and finds comfort in her friendship with Jacob Black a werewolf But before she knows it she's thrust into a centuries-old conflict and her desire to be with Edward at any cost leads her to take greater and greater risks KristenStewart RobertPattinson TaylorLautner ChrisWeitz
18248.0,The Foreigner,TheForeignerCollection Action Thriller This story is about a freelance agent (Seagal) who is the courier of a package from France to Germany He soon finds that many people want to get their hands on it StevenSeagal JeffreyPierce MaxRyan MichaelOblowitz
18269.0,Lady and the Tramp II: Scamp's Adventure,"LadyandtheTrampCollection Romance Animation Family Adventure Lady and Tramp's mischievous pup Scamp gets fed up with rules and restrictions imposed on him by life in a family and longs for a wild and free lifestyle He runs away from home and into the streets where he joins a pack of stray dogs known as the ""Junkyard Dogs"" Buster the pack's leader takes an instant disliking to the ""house-dog"" and considers him a rival Angel a junkyard pup Scamp's age longs for the safety and comfort of life in a family and the two become instant companions Will Scamp choose the wild and free life of a stray or the unconditional love of his family? ScottWolf AlyssaMilano ChazzPalminteri DarrellRooney JeannineRoussel"
18360.0,Night at the Museum: Battle of the Smithsonian,NightattheMuseumCollection Adventure Fantasy Action Comedy Family Hapless museum night watchman Larry Daley must help his living breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution Larry's (mis)adventures this time include close encounters with Amelia Earhart Abe Lincoln and Ivan the Terrible BenStiller AmyAdams OwenWilson ShawnLevy
18443.0,Decoys 2: Alien Seduction,DecoysCollection Horror ScienceFiction Sam a college student in a small Northwestern town reluctantly joins his roommates in a contest to see who can hook up with the most gorgeous co-eds by the end of the semester But when men slowly start disappearing around town he and his friends learn that when it comes to beautiful women it's what's inside that really matters TylerJohnston KailinSee KimPoirier JefferyScottLando
18477.0,The Hills Have Eyes Part II,TheHillsHaveEyes(Original)Collection Horror A group of young and wild motocross racers venture through the desert and are stranded at an old mining ranch They soon realize that they are being watched by a group of savage cannibals unknown to the civilized world The film is full of flashbacks to the original film; even the dog has a flashback TamaraStafford KevinSpirtas ColleenRiley WesCraven
18498.0,Ghoulies,GhouliesCollection Comedy Horror Fantasy A young man and his girlfriend move into the man's old mansion home where he becomes possessed by a need to control ancient demons PeterLiapis LisaPelikan MichaelDesBarres LucaBercovici
18509.0,Caddyshack II,CaddyshackCollection Comedy When a crass new-money tycoon's membership application is turned down at a snooty country club he retaliates by buying the club and turning it into a tacky amusement park JackieMason RobertStack DyanCannon AllanArkush
18519.0,Free Willy 3: The Rescue,FreeWillyCollection Adventure Willy the whale is back this time threatened by illegal whalers making money off sushi Jesse now 16 has taken a job on an orca-researching ship along with old friend Randolph and a sarcastic scientist Drew On the whaler's ship is captain John Wesley and his son Max who isn't really pleased about his father's job but doesn't have the gut to say so Along the way Willy reunites with Jesse JasonJamesRichter AugustSchellenberg AnnieCorley SamPillsbury
18543.0,Revenge of the Nerds III: The Next Generation,RevengeoftheNerdsCollection Comedy The nerds are now in control of the university as a result of Lewis Skolnick and the rest's actions in the two previous movies A new generation of sportsmen arrive however determined on winning the school back The principle himself an ex-nerd fighter helps them and the nerds return to suppression Harold Skolnick needs help from his uncle Lewis the hero of the first two movies Lewis however are not too proud of his nerd past and won't reveal any of it much less help his nephew However his wife makes him change his mind and with help from his friends from the first two movies they start the fight to win the school back using classic nerd tricks RobertCarradine JuliaMontgomery TedMcGinley RolandMesa
18616.0,No Man's Land: The Rise of Reeker,ReekerCollection Horror Thriller A sheriff and his son who are tracking down a group of bank robbers on their way to Mexico only to discover that they are being stalked by a far more deadly enemy — The Reeker StephenMartines ValerieCruz MirceaMonroe DavePayne
18660.0,The Apple Dumpling Gang,TheAppleDumplingGangCollection Comedy Family A roving bachelor gets saddled with three children and a wealth of trouble when the youngsters stumble upon a huge gold nugget They join forces with two bumbling outlaws to fend off the greedy townspeople and soon find themselves facing a surly gang of sharpshooters DonKnotts TimConway HarryMorgan NormanTokar
18759.0,The Cell 2,TheCellCollection Horror ScienceFiction Thriller The Cusp is a serial killer who kills his victims and then brings them back to life; over and over again; until they beg to die! Maya is a psychic investigator who gained her powers after a 1 year coma after she was the Cusp's first victim! Now the Cusp Killer is back and Maya has little time to do what she has never done before: go into the mind of a killer unprotected and save his latest victim TessieSantiago ChrisBruno FrankWhaley TimIacofano
18781.0,The Haunting in Connecticut,TheHauntinginConnecticutCollection Thriller Horror When the Campbell family moves to upstate Connecticut they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred but the owner's clairvoyant son Jonah served as a demonic messenger providing a gateway for spiritual entities to crossover VirginiaMadsen KyleGallner MartinDonovan PeterCornwell
18785.0,The Hangover,TheHangoverCollection Comedy When three friends finally come to after a raucous night of bachelor-party revelry they find a baby in the closet and a tiger in the bathroom But they can't seem to locate their best friend Doug – who's supposed to be tying the knot Launching a frantic search for Doug the trio perseveres through a nasty hangover to try to make it to the church on time BradleyCooper EdHelms ZachGalifianakis ToddPhillips
18823.0,Clash of the Titans,ClashoftheTitansCollection Adventure Fantasy Action Born of a god but raised as a man Perseus is helpless to save his family from Hades vengeful god of the underworld With nothing to lose Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth Battling unholy demons and fearsome beasts Perseus and his warriors will only survive if Perseus accepts his power as a god defies fate and creates his own destiny SamWorthington LiamNeeson RalphFiennes LouisLeterrier
18843.0,Dr. Dolittle 3,DrDolittleCollection Comedy Family Fantasy Lisa Dolittle sends her daughter to 'Durango' a Dude Ranch to find herself While there she uses her talent to talk to the animals in order to save Durango from being taken over by a neighboring Ranch KylaPratt KristenWilson TaraWilson RichThorne
18885.0,3 Ninjas Kick Back,3NinjasCollection Adventure Action Comedy Family During a championship baseball match the three brothers hear that their grandfather in Japan is in trouble and head out to help him conceding the match When they arrive in Japan they must use all their powers to defend him against his ancient enemy who has returned to exact revenge VictorWong MaxElliottSlade SeanFox CharlesTKanganis
18935.0,Ernest Goes to Camp,ErnestCollection Comedy Family A group of juvenile criminals is sent for vacation to Kamp Kikakee The clumsy Ernest has to care for them although he doesn't even know how to take care of himself The other children at the camp show enmity against them but the group knows very well how to defend themselves They do also help the Indian owner of the camp when a brutal mining corporation wants to tear down the camp to mine a rare mineral JimVarney VictoriaRacimo JohnVernon JohnRCherryIII
18983.0,"Godzilla, King of the Monsters!",Godzilla(Showa)Collection ScienceFiction Horror A 400-foot dinosaur-like beast attacks Tokyo Filmed in 1954 as Gojira this grandaddy of all Japanese giant-reptile epics was picked up for American distribution two years later at which time several newly filmed inserts featuring Raymond Burr as reporter Steve Martin were edited into the original footage RaymondBurr FrankIwanaga TakashiShimura IshirôHonda TerryOMorse
18990.0,The Mummy,TheMummy(HammerSeries) Horror One by one the archaeologists who discover the 4000-year-old tomb of Princess Ananka are brutally murdered Kharis high priest in Egypt 40 centuries ago has been brought to life by the power of the ancient gods and his sole purpose is to destroy those responsible for the desecration of the sacred tomb But Isobel wife of one of the explorers resembles the beautiful princess forcing the speechless and tormented monster to defy commands and abduct Isobel to an unknown fate PeterCushing ChristopherLee YvonneFurneaux TerenceFisher
18998.0,Darkman II: The Return of Durant,DarkmanCollection Action Adventure ScienceFiction Thriller Darkman and Durant return and they hate each other as much as ever This time Durant has plans to take over the city's drug trade using high-tech weaponry Darkman must step in and try to stop Durant once and for all ArnoldVosloo LarryDrake KimDelaney BradfordMay
19004.0,The Land Before Time III: The Time of the Great Giving,TheLandBeforeTimeCollection Animation Adventure Family Littlefoot and his friends are constantly being bullied and browbeaten by three teenage dinosaurs: Hyp a Hypsilophodon; Nod a Nodosaurus; and Mutt a Muttaburrasaurus However when a shower of meteorites (flying rocks) impacts near the Great Valley and causes a rock slide in the Mysterious Beyond which blocks the water supply of the Great Valley Hyp Nod and Mutt are no longer the biggest worry of Littlefoot and his friends The increasing lack of water causes conflicts between the inhabitants of the Great Valley who have lived in relative peace and harmony until this event ScottMcAfee CandaceHutson HeatherHogan RoyAllenSmith
19042.0,All Dogs Go to Heaven 2,AllDogsGotoHeavenCollection Romance Animation Family Adventure Fantasy Charlie and Itchy return to Earth to find Gabriel's Horn but along the way meet up with a young boy named David who ran away from home ErnestBorgnine BebeNeuwirth CharlieSheen PaulSabella LarryLeker
19086.0,Delta Force 2: The Colombian Connection,TheDeltaForceCollection Action Adventure When DEA agents are taken captive by a ruthless South American kingpin the Delta Force is reunited to rescue them in this sequel to the 1986 film ChuckNorris BillyDrago JohnPRyan AaronNorris
19139.0,Goal! III : Taking On The World,Goal!Collection Drama In the third installment of the football drama trilogy Goal! Kuno Becker returns as Mexican footballer Santiago Muñez who along with his best friends and England national team players Charlie Braithwaite (Leo Gregory) and Liam Adams (JJ Feild) are selected for their respective national teams at the 2006 FIFA World Cup Finals in Germany KunoBecker LeoGregory JJFeild AndrewMorahan
19164.0,The Land Before Time IV: Journey Through the Mists,"TheLandBeforeTimeCollection Family Animation Adventure Littlefoot and the gang meet a shy newcomer Ali but the pleasantries stop there There's a dire environmental theme to this third sequel in the series in which the world's weather changes beyond the Great Valley and what had been dry land is now a ""land of mists"" The shift brings new creatures who push out older inhabitants and Littlefoot sees these radical changes for himself when he has to venture into the area to find a medicinal flower for his sick grandfather While the animation is slow and contained the way direct-to-video cartoon releases often are the story is sound and the now-familiar characters are memorable JohnIngle CandaceHutson HeatherHogan RoyAllenSmith"
19165.0,The Land Before Time V: The Mysterious Island,"TheLandBeforeTimeCollection Family Animation Adventure This fourth sequel in the series finds ""leaf gobblers"" eating all the vegetation in Great Valley driving Littlefoot the young brontosaurus and the other dinosaur inhabitants out Arguments break out among the adults during migration and Littlefoot and his friends decide to take matters in their own hands by crossing the ""big water"" to an unknown island There they meet an old friend from The Land Before Time II--Chomper the T-rex who has to protect the gang from his own carnivorous parents Plenty of drama in this one and as the series has been wont to do from the beginning it shows adults as sometimes being less than perfect JohnIngle BrandonLacroix AriaNoelleCurzon CharlesGrosvenor"
19186.0,The Parent Trap,ParentTrapCollection Comedy Family Hayley Mills plays twins who unknown to their divorced parents meet at a summer camp Products of single parent households they switch places (surprise!) so as to meet the parent they never knew and then contrive to reunite them HayleyMills MaureenO'Hara BrianKeith DavidSwift
19254.0,Carry On Cabby,TheCarryOnCollection Comedy Speedee Taxis is a great success which means its workaholic owner Charlie starts neglecting Peggy his wife Suddenly a fleet of rival taxis appears from nowhere and start pinching all the fares The rivals are Glamcabs and they have a secret weapon All their drivers are very attractive women! Who's behind Glamcabs? It's open warfare and only one fleet can survive! SidJames HattieJacques KennethConnor GeraldThomas
19286.0,Leprechaun 3,LeprechaunCollection(OriginalSeries) Comedy Fantasy Horror It was a normal night in Las Vegas Nevada all the lights were flashing brightly until a man with one hand one eye and one leg walks into a pawn shop with a statue of a hideous looking Leprechaun The owner claims it's a good luck charm The statue also wore a medallion around it's neck The careless pawn shop owner took off the medallion setting the Leprechaun free WarwickDavis JohnGatins LeeArmstrong BrianTrenchard-Smith
19287.0,Leprechaun 4: In Space,LeprechaunCollection(OriginalSeries) Comedy Fantasy Horror ScienceFiction On a planet in a distant galaxy a power hungry Leprechaun holds a beautiful alien princess hostage in order to marry her for her royal title With her title and his beloved gold he'll be able to rule the universe While making his maniacal plans what he doesn't count on is an invading platoon of marines from Earth to save the princess and foil his plans An accomplished trickster the Leprechaun stows himself away on the orbiting spaceship and wreaks havoc on the crew in an attempt to recapture his bride WarwickDavis BrentJasmer JessicaCollins BrianTrenchard-Smith
19300.0,Carry On Behind,TheCarryOnCollection Comedy Professors Vrooshka and Crump decide to visit an archaeological site to study the artifacts there Lo and behold it's right next to a caravan site where all manner of people are staying With a randy Major owning the site a snobbish mother and the two professors' constant innuendos the film ends with a sinking caravan site and a striptease performance as a replacement for the cabaret night ElkeSommer KennethWilliams BernardBresslaw GeraldThomas
19307.0,Carry On Camping,TheCarryOnCollection Comedy Sid and Bernie keep having their amorous intentions snubbed by their girlfriends Joan and Anthea so when they decide to take them on a holiday to Paradise Camp they think they're off to a nudist colony - but they couldn't be more wrong and meet up with the weirdest bunch of campers you can imagine! Coach-loads of sex-starved schoolgirls and a party of hippies all add to the laughs SidJames CharlesHawtrey JoanSims GeraldThomas
19325.0,Bionicle: Mask of Light,BionicleCollection Action Adventure Animation Family ScienceFiction The spirit that protects the islands of Mata Nui is put into a deep sleep causing the islands to crumble into the ocean and three islanders must use the Mask of Light to save it AndrewFrancis MichaelDobson ChiaraZanni DavidMolina TerryShakespeare
19405.0,Recess: School's Out,DisneysGroßePause ScienceFiction Animation Comedy Family Recess: School's Out is a 2001 animated film based on the Disney television series Recess This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16 2001It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler as his friends are headed for Summer Camp One day while passing by the school on his bike he notices a green glow coming from the school's auditorium This is the work of the insidious ex-principal of Third Street Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam which he stole from the US Military Base in an effort to raise US Test Scores and it's up to the Recess Gang to stop him! In the end RickeyD'ShonCollins JasonDavis AshleyJohnson ChuckSheetz
19508.0,Garfield's Pet Force,Garfield(Animation)Collection Animation Comedy Family Nothing in the world can make Garfield get involved in anything besides eating until the muscular super cat Garzooka comes crashing into Cartoon World from the Comic Book universe with terrifying news Garfield summons up the willpower to join his superhero Garzooka in a fight to save their worlds FrankWelker MarkAZDippé
19543.0,Anacondas: Trail of Blood,AnacondaCollection Action Horror ScienceFiction A genetically created Anaconda cut in half regenerates itself into two aggressive giant snakes due to the Blood Orchid JohnRhys-Davies CrystalAllen LindenAshby DonEFauntLeRoy
19580.0,The Dukes of Hazzard: The Beginning,TheDukesOfHazzardCollection Action Adventure Comedy Cousins Bo Luke and Daisy are sent to Hazzard County Georgia for the first time to live with their Uncle Jesse Jesse is a farmer and a moonshiner and is constantly battling his old rival Boss Hogg who is the corrupt city commissioner of the small town JonathanBennett RandyWayne AprilScott RobertBerlinger
19593.0,The Death of the Incredible Hulk,TheIncredibleHulk(TVMovie)Collection Action Drama ScienceFiction During the critical experiment that would rid David Banner of the Hulka spy sabotages the laboratory Banner falls in love with the spy Jasmin who performs missions only because her sister is being held hostage by Jasmin's superiors Banner and Jasmin try to escape from the enemy agents to rebuild their lives together but the Hulk is never far from them BillBixby LouFerrigno ElizabethGracen BillBixby
19698.0,Porky's II: The Next Day,"Porky'sCollection Comedy When the students of Angel Beach High decide to stage ""An Evening With Shakespeare"" their efforts are threatened by Miss Balbricker who views the works of Shakespeare as obscene She enlists the help of Reverend Bubba Flavel a religious fanatic who brings along his flock of followers to pressure the school into shutting down the production DanMonahan WyattKnight MarkHerrier BobClark"
19766.0,Inspector Gadget 2,InspectorGadgetCollection Action Adventure Comedy Family After capturing Claw all the criminals have gone into hiding until Claw escapes! Gadget thinks he will get the case but everyone else has other planes A new version of the Gadget project is unveiled in the form of G2 Strict orders are given for Gadget to stay away from G2 and every crime scene but Gadget feels he is needed more than anyone FrenchStewart ElaineHendrix TonyMartin AlexZamm
19824.0,Van Wilder: Freshman Year,NationalLampoon’sVanWilderCollection Comedy It is freshman year at Coolidge College and Van Wilder is ready to party To his dismay all the girls have taken a vow of chastity and the dean rules the school Van embarks on a crusade to land the campus hottie Kaitlin and liberate his school from sexual oppression and party dysfunction JonathanBennett KristinCavallari JerryShea HarveyGlazer
19912.0,The Final Destination,FinalDestinationCollection Horror Mystery After a young man's premonition of a deadly race-car crash helps saves the lives of his peers Death sets out to collect those who evaded their end BobbyCampo ShantelVanSanten NickZano DavidREllis
19933.0,The Brave Little Toaster,"TheBraveLittleToasterCollection Fantasy Adventure Animation Comedy Family Music A group of dated appliances find themselves stranded in a summer home that their family had just sold decide to a la The Incredible Journey seek their young 8 year old ""master"" Children's film which on the surface is a frivolous fantasy but with a dark subtext of abandonment obsolescence and loneliness JonLovitz TimothyStack PhilHartman JerryRees"
19995.0,Avatar,AvatarCollection Action Adventure Fantasy ScienceFiction In the 22nd century a paraplegic Marine is dispatched to the moon Pandora on a unique mission but becomes torn between following orders and protecting an alien civilization SamWorthington ZoeSaldana SigourneyWeaver JamesCameron
20004.0,Epoch,EpochCollection ScienceFiction Disaster strikes as a specialised team of investigators struggle to find out the truth about a strange monolith which sends out an intercontinental signal DavidKeith StephanieNiznik RyanO'Neal MattCodd
