id,title,tags
10128.0,Alien Nation,AlienNationCollection Crime ScienceFiction Thriller A few years from now Earth will have the first contact with an alien civilisation These aliens known as Newcomers slowly begin to be integrated into human society after years of quarantine JamesCaan MandyPatinkin TerenceStamp GrahamBaker
10131.0,A Nightmare on Elm Street 4: The Dream Master,ANightmareonElmStreetCollection Horror Thriller Dream demon Freddy Krueger is resurrected from his apparent demise and rapidly tracks down and kills the remainder of the Elm Street kids However Kristen who can draw others into her dreams wills her special ability to her friend Alice Alice soon realizes that Freddy is taking advantage of that unknown power to pull a new group of children into his foul domain RobertEnglund TuesdayKnight KenSagoes RennyHarlin
10134.0,Cyborg,CyborgCollection Action ScienceFiction A martial artist hunts a killer in a plague-infested urban dump of the future Jean-ClaudeVanDamme DeborahRichter VincentKlyn AlbertPyun
10137.0,Stuart Little,StuartLittleCollection Animation Fantasy Family Comedy The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child MichaelJFox GeenaDavis HughLaurie RobMinkoff
10138.0,Iron Man 2,IronManCollection Adventure Action ScienceFiction With the world now aware of his dual life as the armored superhero Iron Man billionaire inventor Tony Stark faces pressure from the government the press and the public to share his technology with the military Unwilling to let go of his invention Stark with Pepper Potts and James 'Rhodey' Rhodes at his side must forge new alliances – and confront powerful enemies RobertDowneyJr GwynethPaltrow DonCheadle JonFavreau
10140.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,TheChroniclesofNarniaCollection Adventure Family Fantasy This time around Edmund and Lucy Pevensie along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world SkandarKeynes GeorgieHenley SimonPegg MichaelApted
10144.0,The Little Mermaid,TheLittleMermaidCollection Animation Family This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him Memorable songs and characters -- including the villainous sea witch Ursula JodiBenson ChristopherDanielBarnes JasonMarin RonClements JohnMusker
10147.0,Bad Santa,BadSantaCollection Drama Comedy Crime A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve But they run into problems when the conman befriends a troubled kid and the security boss discovers the plot BillyBobThornton TonyCox BrettKelly TerryZwigoff
10149.0,Smoke,BrooklynCigarStoreCollection Comedy Drama Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop Stranger Rashid Cole saves his life and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate Still grieving over his wife's murder Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth HarveyKeitel WilliamHurt GiancarloEsposito WayneWang PaulAuster
10152.0,Dumb and Dumberer: When Harry Met Lloyd,DumbandDumberCollection Comedy This wacky prequel to the 1994 blockbuster goes back to the lame-brained Harry and Lloyd's days as classmates at a Rhode Island high school where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school MimiRogers EricChristianOlsen LuisGuzmán TroyMiller
10157.0,Police Academy 2: Their First Assignment,PoliceAcademyCollection Comedy Crime Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment Question is are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell but don't sell short this cheerful band of doltish boys in blue SteveGuttenberg BubbaSmith DavidGraf JerryParis
10160.0,A Nightmare on Elm Street 5: The Dream Child,"ANightmareonElmStreetCollection Horror Thriller Alice having survived the previous installment of the Nightmare series finds the deadly dreams of Freddy Krueger starting once again This time the taunting murderer is striking through the sleeping mind of Alice's unborn child His intention is to be ""born again"" into the real world The only one who can stop Freddy is his dead mother but can Alice free her spirit in time to save her own son? RobertEnglund LisaWilcox ErikaAnderson StephenHopkins"
10163.0,The Lawnmower Man,TheLawnmowerManCollection Horror Thriller ScienceFiction A simple man is turned into a genius through the application of computer science JeffFahey PierceBrosnan JennyWright BrettLeonard
10167.0,Half Past Dead,HalfPastDeadCollection Crime Action Thriller This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold StevenSeagal МоррисЧестнат JaRule DonMichaelPaul
10172.0,Are We Done Yet?,TheAreWeCollection Comedy Family Drama Newlyweds Nick (Ice Cube) and Suzanne (Long) decide to move to the suburbs to provide a better life for their two kids But their idea of a dream home is disturbed by a contractor (McGinley) with a bizarre approach to business JohnCMcGinley IceCube NiaLong SteveCarr
10188.0,The Sisterhood of the Traveling Pants 2,"TheSisterhoodoftheTravelingPantsCollection Adventure Comedy Drama Family Four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants"" Now three years later these lifelong friends embark on separate paths for their first year of college and the summer beyond but remain in touch by sharing their experiences with each other AlexisBledel AmberTamblyn AmericaFerrera SanaaHamri"
10191.0,How to Train Your Dragon,HowtoTrainYourDragonCollection Fantasy Adventure Animation Family As the son of a Viking leader on the cusp of manhood shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle But after downing a feared dragon he realizes that he no longer wants to destroy it and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father JayBaruchel GerardButler CraigFerguson ChrisSanders DeanDeBlois
10192.0,Shrek Forever After,ShrekCollection Comedy Adventure Fantasy Animation Family A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king ogres are hunted and he and Fiona have never met—he sets out to restore his world and reclaim his true love MikeMyers EddieMurphy CameronDiaz MikeMitchell
10193.0,Toy Story 3,ToyStoryCollection Animation Family Comedy Woody Buzz and the rest of Andy's toys haven't been played with in years With Andy about to go to college the gang find themselves accidentally left at a nefarious day care center The toys must band together to escape and return home to Andy TomHanks TimAllen NedBeatty LeeUnkrich
10195.0,Thor,ThorCollection Adventure Fantasy Action Against his father Odin's will The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war Thor is cast down to Earth and forced to live among humans as punishment Once here Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth ChrisHemsworth NataliePortman TomHiddleston KennethBranagh
10208.0,Muppets from Space,TheMuppetCollection Fantasy Comedy ScienceFiction Family When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet his attempts at extraterrestrial communication get him kidnapped by a secret government agency prompting the Muppets to spring into action It's hard to believe Gonzo's story at first but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures SteveWhitmire DaveGoelz BillBarretta TimHill
10213.0,From Dusk Till Dawn 3: The Hangman's Daughter,FromDuskTillDawnCollection Western Horror Thriller Narrowly escaping death outlaw Johnny Madrid (Marco Leonardi) is on the run from the hangman (Temuera Morrison) with the hangman's sensuous daughter Esmeralda by his side Along with Madrid's gang Johnny and Esmeralda embark on an adventure filled with colorful and unsavory characters who lead them straight into the fight of their lives! MarcoLeonardi TemueraMorrison AraCeli PJPesce
10214.0,Son of the Mask,"TheMaskCollection Fantasy Comedy Family Adventure Tim Avery an aspiring cartoonist finds himself in a predicament when his dog stumbles upon the mask of Loki Then after conceiving an infant son ""born of the mask"" he discovers just how looney child raising can be JamieKennedy AlanCumming TraylorHoward LawrenceGuterman"
10216.0,Species II,SpeciesCollection ScienceFiction Action Horror Having just returned from a mission to Mars Commander Ross isn't exactly himself He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring scientist Laura Baker and hired assassin Press Lennox use Eve a more tempered alien clone to find Ross and his brood Before long Eve escapes to mate with Ross MichaelMadsen NatashaHenstridge MargHelgenberger PeterMedak
10222.0,Kickboxer,KickboxerCollection Action Thriller If your enemy refuses to be humbled Destroy him Accompanied by his brother Kurt (Van Damme) American kickboxing champion Eric Sloane (Dennis Alexio) arrives in Thailand to defeat the Eastern warriors at their own sport His opponent: ruthless fighter and Thai champion Tong Po Tong not only defeats Eric he paralyzes him for life Crazed with anger Kurt vows revenge Jean-ClaudeVanDamme DennisAlexio DennisChan Jean-ClaudeVanDamme DavidWorth MarkDiSalle
10225.0,Friday the 13th Part VI: Jason Lives,Fridaythe13thCollection Horror Mystery Thriller As a child Tommy killed mass-murderer Jason But now years later he is tormented by the fear that maybe Jason isn’t really dead Determined to finish off the infamous killer once and for all Tommy and a friend dig up Jason’s corpse in order to cremate him Unfortunately things go seriously awry and Jason is instead resurrected sparking a new chain of ruthlessly brutal murders Now it’s up to Tommy to stop the dark devious and demented deaths that he unwittingly brought about ThomMathews JenniferCooke DavidKagen TomMcLoughlin
10239.0,Autumn Tale,TalesoftheFourSeasons Drama Romance Magali (Béatrice Romand) forty-something is a winemaker and a widow: she loves her work but feels lonely Her friends Rosine (Alexia Portal) and Isabelle (Marie Rivière) both want secretly to find a husband for Magali MarieRivière BéatriceRomand AlainLibolt ÉricRohmer
10246.0,Porky's,Porky'sCollection Comedy Set in 1954 a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them DanMonahan MarkHerrier WyattKnight BobClark
10281.0,Friday the 13th Part VII: The New Blood,Fridaythe13thCollection Horror Thriller Tina possesses the gift of telekinesis allowing her to move things and see the future using the power of her mind But when a devious doctor tries to exploit her ability the gift becomes a hellish curse Tina unwittingly unchains the merciless bloodthirsty Jason Voorhees from his watery grave igniting a bloodbath that ends in the ultimate showdown in strength of mind versus pure evil matter KaneHodder LarParkLincoln SusanJenniferSullivan JohnCarlBuechler
10283.0,Friday the 13th Part VIII: Jason Takes Manhattan,"Fridaythe13thCollection Horror Thriller The Big Apple's in big trouble as indestructible psycho-fiend Jason Vorhees hits the road to New York City After a shocking return from beyond the grave the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York which he soon transforms into the ultimate voyage of the damned Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers only to confront Jason one final time KaneHodder JensenDaggett ScottReeves RobHedden"
10285.0,Jason Goes to Hell: The Final Friday,Fridaythe13thCollection Fantasy Horror Thriller Jason Voorhees the living breathing essence of evil is back for one fierce final fling! Tracked down and blown to bits by a special FBI task force everyone now assumes that he's finally dead But everybody assumes wrong Jason has been reborn with the bone-chilling ability to assume the identity of anyone he touches The terrifying truth is that he could be anywhere or anybody In this shocking blood-soaked finale to Jason's carnage-ridden reign of terror the horrible secret of his unstoppable killing instinct is finally revealed KaneHodder JohnDLeMay KariKeegan AdamMarcus
10292.0,Urban Legends: Bloody Mary,UrbanLegend Horror Thriller On a prom-night dare a trio of high school friends chant an incantation unleashing an evil spirit from the past with deadly consequences KateMara RobertVito TinaLifford MaryLambert
10294.0,Vacancy,VacancyCollection Horror Thriller A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room They realize that unless they escape they'll be the next victims of a snuff film KateBeckinsale LukeWilson EthanEmbry NimródAntal
10303.0,The Jewel of the Nile,RomancingtheStoneCollection Action Adventure Comedy Romance Joan Wilder is thrust back into a world of murder chases foreign intrigue and love This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East ostensibly to write a book about his life Of course he's up to no good and Joan is just another pawn in his wicked game But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day MichaelDouglas KathleenTurner DannyDeVito LewisTeague
10304.0,Starship Troopers 2: Hero of the Federation,StarshipTroopersCollection Adventure Horror Action ScienceFiction In the sequel to Paul Verhoeven's loved/reviled sci-fi film a group of troopers taking refuge in an abandoned outpost after fighting alien bugs failing to realize that more danger lays in wait BillyBrown RichardBurgi KellyCarlson PhilTippett
10306.0,Poltergeist III,PoltergeistCollection Horror Thriller Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane but he tracks her down and terrorises her in her relatives' appartment in a tall glass building Will he finally achieve his target and capture Carol Anne again or will Tangina be able yet again to thwart him? TomSkerritt NancyAllen HeatherO'Rourke GarySherman
10320.0,The Ring Two,TheRingCollection Drama Horror Thriller Rachel Keller must prevent evil Samara from taking possession of her son's soul NaomiWatts SimonBaker ElizabethPerkins HideoNakata
10327.0,"Legally Blonde 2: Red, White & Blonde",LegallyBlondeCollection Comedy After Elle Woods the eternally perky fashionably adventurous famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing she takes her fight to Washington As an aide for Congresswoman Victoria Rudd she pushes for a bill to ban testing once and for all but it's her building's doorman who advises her on how to get her way on the Hill ReeseWitherspoon SallyField ReginaKing CharlesHerman-Wurmfeld
10328.0,Cocoon,CocoonCollection Comedy Drama ScienceFiction A group of aliens return to earth to take back some cocoons of their people they left behind from an earlier trip They kept the recovered cocoons in the swimming pool of a house they rented in a small Florida town Their mission is hampered by a number of old people from an elderly home nearby who have been secretly using the pool and discovering the unusual power of these cocoons SteveGuttenberg TahneeWelch BrianDennehy RonHoward
10331.0,Night of the Living Dead,"LivingDeadCollection Horror A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse Although not the first zombie film Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film and it greatly influenced the modern pop-culture zombie archetype DuaneJones JudithO'Dea KarlHardman GeorgeARomero"
10340.0,Lady and the Tramp,LadyandtheTrampCollection Family Animation Lady a golden cocker spaniel meets up with a mongrel dog who calls himself the Tramp He is obviously from the wrong side of town but happenings at Lady's home make her decide to travel with him for a while PeggyLee BarbaraLuddy LarryRoberts HamiltonLuske WilfredJackson ClydeGeronimi
10344.0,The Fly II,TheFlyCollection Horror ScienceFiction Thriller Martin Brundle born of the human/fly is adopted by his father's place of employment (Bartok Inc) while the employees simply wait for his mutant chromosomes to come out of their dormant state EricStoltz DaphneZuniga LeeRichardson ChrisWalas
10345.0,K-9,"K-9Collection Action Comedy Crime The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him A ""friend"" gives him a dog named Jerry Lee (Officer Lewis) who has been trained to smell drugs With his help Dooley sets out to put his enemy behind the bars but Jerry Lee has a personality of his own and works only when he wants to On the other hand the dog is quite good at destroying Dooley's car house and sex-life JimBelushi MelHarris KevinTighe RodDaniel"
10351.0,Wishmaster,WishmasterCollection Horror The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him thereby opening a portal and freeing his fellow Djinn to take over the earth AndrewDivoff TammyLauren RobertEnglund RobertKurtzman
10353.0,The Visitors II: The Corridors of Time,TheVisitorsCollection Comedy Fantasy The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present with often drastic consequences Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic guarantor of his wife-to-be's fertility The confrontation between Godefroy's repellent servant Jack the Crack and his descendent the effete Jacquart present-day owner of the chateau further complicates the matter ChristianClavier JeanReno Marie-AnneChazel Jean-MariePoiré
10361.0,Ginger Snaps 2: Unleashed,GingerSnapsCollection Drama Horror Brigitte has escaped the confines of Bailey Downs but she's not alone Another werewolf is tailing her closely and her sister's specter haunts her An overdose of Monkshood - the poison that is keeping her transformation at bay - leads to her being incarcerated in a rehabilitation clinic for drug addicts where her only friend is an eccentric young girl by the name of Ghost EmilyPerkins TatianaMaslany EricJohnson BrettSullivan
10366.0,Universal Soldier: The Return,UniversalSoldierCollection Action ScienceFiction Luc Deveraux the heroic former Universal Soldier is about to be thrown into action once again When Seth (Michael Jai White) the supercomputer controlled ultra-warrior decides to take revenge and destroy its creators only Luc can stop it All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil Jean-ClaudeVanDamme KianaTom BillGoldberg MicRodgers
10372.0,Ewoks: The Battle for Endor,StarWars:TheEwokAdventuresCollection Adventure The army of the Marauders led by by King Terak and the witch Charal attack the Ewoks village The parents and the brother of Cindel all die in this attack Cindel and the Ewok Wicket escape and in a forrest they meet Teek a naughty and very fast animal Teek takes them to a house in which a old man Noa lives Like Cindel he also crashed with his Starcruiser on Endor Together they fight Terak and Charal AubreeMiller WilfordBrimley WarwickDavis JimWheat KenWheat
10380.0,An American Tail: Fievel Goes West,FievelCollection Adventure Animation Family Some time after the Mousekewitz's have settled in America they find that they are still having problems with the threat of cats That makes them eager to try another home out in the west where they are promised that mice and cats live in peace Unfortunately the one making this claim is an oily con artist named Cat R Waul who is intent on his own sinister plan PhillipGlasser JamesStewart EricaYohn PhilNibbelink SimonWells
10402.0,Deuce Bigalow: Male Gigolo,DeuceBigalowCollection Comedy Deuce Bigalow is a less than attractive down on his luck aquarium cleaner One day he wrecks the house of a gigolo and needs quick money to repair it The only way he can make it is to become a gigolo himself taking on an unusual mix of female clients He encounters a couple of problems though He falls in love with one of his unusual clients and a sleazy police officer is hot on his trail RobSchneider WilliamForsythe EddieGriffin MikeMitchell
10414.0,The Mighty Ducks,TheMightyDucksCollection Comedy Family After reckless young lawyer Gordon Bombay gets arrested for drunk driving he must coach a kids hockey team for his community service Gordon has experience on the ice but isn't eager to return to hockey a point hit home by his tense dealings with his own former coach Jack Reilly The reluctant Gordon eventually grows to appreciate his team which includes promising young Charlie Conway and leads them to take on Reilly's tough players EmilioEstevez JossAckland LaneSmith StephenHerek
10426.0,Friday After Next,FridayCollection Comedy Craig and Day Day have finally moved out of their parents houses and into their own crib The cousins work nights at a local mall as security guards When their house is robbed on Christmas Eve they team up to track him down IceCube MikeEpps JohnWitherspoon MarcusRaboy
10437.0,The Muppet Christmas Carol,TheMuppetCollection Comedy Family Fantasy Drama A retelling of the classic Dickens tale of Ebenezer Scrooge miser extraordinaire He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past Present and future MichaelCaine DonAusten MeredithBraun BrianHenson
10438.0,Beethoven's 2nd,BeethovenCollection Family Comedy Beethoven is back -- and this time he has a whole brood with him now that he's met his canine match Missy and fathered a family The only problem is that Missy's owner Regina wants to sell the puppies and tear the clan apart It's up to Beethoven and the Newton kids to save the day and keep everyone together CharlesGrodin BonnieHunt NicholleTom RodDaniel
10471.0,Next Friday,"FridayCollection Comedy Ice Cube returns as Craig Jones a streetwise man from South Central Los Angeles who has a knack for getting into trouble This time out Craig is still trying to outsmart neighborhood bully Debo (Tommy ""Tiny"" Lister Jr); after Craig gets the better of Debo in a fist fight Debo is determined to flatten Craig in a rematch Looking to stay out of Debo's way Craig's dad decides that it would be a good idea for Craig to hide out with his Uncle Elroy and cousin Day-Day in Rancho Cucamonga but trouble seems to find him there also IceCube MikeEpps JustinPierce SteveCarr"
10473.0,DragonHeart: A New Beginning,DragonHeartCollection Action Adventure Comedy Fantasy When Geoff an orphaned stable boy (Chris Masterson) discovers Drake (voice of Robby Benson) the world's last living dragon he realizes that his dream of becoming a knight in shining armor can now come true Together they soon face challenges that turn them into heroes But caught up in the excitement of their new lives Geoff and Drake fail to see the hidden dangers that surround them ChristopherMasterson HarryVanGorkum RonaFigueroa DougLefler
10481.0,102 Dalmatians,101Dalmatians(Live-Action)Collection Comedy Family Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance the outrageous Waddlesworth a parrot who thinks he's a Rottweiler teams up with Oddball an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil GlennClose IoanGruffudd AliceEvans KevinLima
10482.0,Guest House Paradiso,TheBigBottomBox Comedy Richie and Eddie are in charge of the worst hotel in the UK Guest House Paradiso neighbouring a nuclear power plant The illegal immigrant chef has fled and all the guests have gone But when a famous Italian filmstar Gina Carbonara who is in hiding from a fiance she doesn't want to marry arrives at the hotel things get very interesting! RikMayall AdrianEdmondson BillNighy AdrianEdmondson
10483.0,Death Race,DeathRaceCollection Action Thriller ScienceFiction Terminal Island New York: 2020 Overcrowding in the US penal system has reached a breaking point Prisons have been turned over to a monolithic Weyland Corporation which sees jails full of thugs as an opportunity for televised sport Adrenalized inmates a global audience hungry for violence and a spectacular enclosed arena come together to form the 'Death Race' the biggest most brutal event JasonStatham JoanAllen IanMcShane PaulWSAnderson
10488.0,Nim's Island,Nim'sIslandCollection Adventure Comedy Family Fantasy A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading AbigailBreslin JodieFoster GerardButler JenniferFlackett MarkLevin
10495.0,"The Karate Kid, Part III",TheKarateKidCollection Family Adventure Kreese his life in tatters after his karate school was defeated by Daniel and Mr Miyagi visits Terry a friend from Vietnam Terry is a ruthless business man and a martial arts expert and he vows to help Kreese take revenge on Daniel and Mr Miyagi RalphMacchio PatMorita MartinKove JohnGAvildsen
10516.0,The Gendarme and the Creatures from Outer Space,LeGendarmedeStTropezCollection Comedy ScienceFiction The bungling inspector Cruchot (Funès) finds himself trying to save the residents of St Tropez from some oil-drinking humanoid aliens The only way to tell the aliens from the real people besides their constant thirst for oil-products is that they sound like empty garbage cans when you touch them Chaos is ahead LouisdeFunès MichelGalabru MauriceRisch JeanGirault
10527.0,Madagascar: Escape 2 Africa,MadagascarCollection Family Animation Alex Marty Melman Gloria King Julien Maurice the penguins and the chimps are back and still marooned on Madagascar In the face of this obstacle the New Yorkers have hatched a plan so crazy it just might work With military precision the penguins have repaired an old crashed plane sort of BenStiller JadaPinkettSmith DavidSchwimmer EricDarnell TomMcGrath
10528.0,Sherlock Holmes,SherlockHolmesCollection Action Adventure Crime Mystery Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England RobertDowneyJr JudeLaw RachelMcAdams GuyRitchie
10530.0,Pocahontas,PocahontasCollection Adventure Animation Drama Family History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior But a vision tells her change is coming and soon she comes face to face with it in the form of Capt John Smith IreneBedard MelGibson DavidOgdenStiers MikeGabriel EricGoldberg
10545.0,The Hunchback of Notre Dame,TheHunchbackofNotreDameCollection Drama Animation Family When Quasi defies the evil Frollo and ventures out to the Festival of Fools the cruel crowd jeers him Rescued by fellow outcast the gypsy Esmeralda Quasi soon finds himself battling to save the people and the city he loves TomHulce DemiMoore TonyJay GaryTrousdale KirkWise
10546.0,The Crow: City of Angels,TheCrowCollection Action Fantasy Thriller After Ashe and his little son are murdered violently for no reason by Judah's men he returns from the dead to take revenge One after one Judah's people face the power of the dark angel The second film based on James O'Barr's cult comic VincentPérez MiaKirshner IggyPop TimPope
10547.0,The Arrival,TheArrivalCollection Action Mystery ScienceFiction Thriller Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins Eerily soon after his discovery Zane is fired He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue CharlieSheen LindsayCrouse RichardSchiff DavidTwohy
10557.0,East Is East,EastisEastCollection Comedy In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways But his children with an English mother and having been born and brought up in Britain increasingly see themselves as British and start to reject their father's rules on dress food religion and living in general OmPuri LindaBassett IanAspinall DamienO'Donnell
10560.0,Center Stage,CenterStageCollection Drama Music A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance AmandaSchull ZoeSaldana SusanMayPratt NicholasHytner
10570.0,Flodder,FlodderCollection Comedy A low-class a-social family ends up in a rich upper-class neighborhood and causes all sorts of trouble NellyFrijda HuubStapel Renévan'tHof DickMaas
10575.0,Heaven,HeavenHellandPurgatoryCollection Drama Thriller Romance Crime A woman takes the law into her own hands after police ignore her pleas to arrest the man responsible for her husband's death and finds herself not only under arrest for murder but falling in love with an officer CateBlanchett GiovanniRibisi RemoGirone TomTykwer
10576.0,Psycho II,"PsychoCollection Horror Mystery Thriller Years of treatment at a mental institution for the criminally insane Norman Bates still can't quite elude the demands of ""Mother"" Vera Miles also returns as the inquisitive woman who is haunted by her sister's brutal murder and the ominous motel where it all occurred AnthonyPerkins VeraMiles MegTilly RichardFranklin"
10577.0,Dracula 2000,Dracula2000Collection Thriller Horror In the millenium version of this classic Gothic horror we find Abraham Van Helsing (Plummer) who has tangled with Count Dracula (Butler) in the past working as an English antiques dealer Simon (Miller) is a vampire hunter in training under his apprenticeship GerardButler ChristopherPlummer JonnyLeeMiller PatrickLussier
10585.0,Child's Play,Child'sPlayCollection Horror Thriller A single mother gives her son a beloved doll for his birthday only to discover that it is possessed with the soul of a serial killer CatherineHicks ChrisSarandon AlexVincent TomHolland
10587.0,Police Academy 4: Citizens on Patrol,PoliceAcademyCollection Comedy Crime A new batch of recruits arrives at Police Academy this time a group of civilian volunteers who have joined Commandant Lassard's new Citizens on Patrol program Although the community relations project has strong governmental support a disgusted Captain Harris is determined to see it fail SteveGuttenberg BubbaSmith MichaelWinslow JimDrake
10603.0,George of the Jungle,GeorgeoftheJungleCollection Adventure Comedy Family Romance Baby George got into a plane crash in a jungle stayed alive and was adopted by a wise ape Ursula Stanhope US noble woman is saved from death on safari by grown-up George and he takes her to jungle to live with him He slowly learns a rules of human relationships while Ursula's lover Lyle is looking for her and the one who took her After they are found Ursula takes George to the USA BrendanFraser LeslieMann ThomasHadenChurch SamWeisman
10606.0,The Philadelphia Experiment,"ThePhiladelphiaExperiment-Collezione ScienceFiction Based on an ""actual event"" that took place in 1943 About a US Navy Destroyer Escort that disappeared from the Philadelphia Naval Shipyard and sent two men 40 years into the future to 1984 MichaelParé NancyAllen EricChristmas StewartRaffill"
10611.0,Barbershop,BarbershopCollection Comedy Drama A day in the life of a barbershop on the south side of Chicago Calvin who inherited the struggling business from his deceased father views the shop as nothing but a burden and waste of his time After selling the shop to a local loan shark Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out IceCube AnthonyAnderson CedrictheEntertainer TimStory
10625.0,Mean Girls,MeanGirlsCollection Comedy Cady Heron is a hit with The Plastics the A-list girl clique at her new school until she makes the mistake of falling for Aaron Samuels the ex-boyfriend of alpha Plastic Regina George LindsayLohan RachelMcAdams TimMeadows MarkWaters
10634.0,Friday,FridayCollection Comedy Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon smoking and drinking looking for something to do IceCube ChrisTucker NiaLong FGaryGray
10640.0,Futureworld,WestworldCollection Action Adventure ScienceFiction Thriller Two years after the Westworld tragedy in the Delos amusement park the corporate owners have reopened the park following over $1 billion in safety and other improvements For publicity purposes reporters Chuck Browning and Tracy Ballard are invited to review the park Just prior to arriving at the park however Browning is given a clue by a dying man that something is amiss PeterFonda BlytheDanner ArthurHill RichardTHeffron
10648.0,Magnum Force,"DirtyHarryCollection Action Crime Thriller ""Dirty"" Harry Calahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands When shady characters are murdered one after another in grisly fashion only Dirty Harry can stop them ClintEastwood HalHolbrook MitchellRyan TedPost"
10649.0,The Enforcer,DirtyHarryCollection Action Crime Thriller Dirty Harry Callahan returns again this time saddled with a rookie female partner Together they must stop a terrorist group consisting of angry Vietnam veterans ClintEastwood TyneDaly HarryGuardino JamesFargo
10650.0,Sudden Impact,DirtyHarryCollection Action Crime Thriller When a young rape victim takes justice into her own hands and becomes a serial killer it's up to Dirty Harry Callahan on suspension from the SFPD to bring her to justice ClintEastwood SondraLocke PatHingle ClintEastwood
10651.0,The Dead Pool,DirtyHarryCollection Action Crime Thriller Dirty Harry Callahan returns for his final film adventure Together with his partner Al Quan he must investigate the systematic murder of actors and musicians By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen it may be too late ClintEastwood PatriciaClarkson LiamNeeson BuddyVanHorn
10664.0,[REC]²,[REC]Collection Thriller Horror The action continues from [REC] with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation ManuelaVelasco FerranTerraza ClaudiaSilva JaumeBalagueró PacoPlaza
