name
James Signorelli
Tarsem Singh
Elliot Silverstein
Joseph Losey
Leslie Norman
Peyton Reed
Valerie Breiman
Stefan Ruzowitzky
Joe Charbanic
Robert Schmidt
Bruce Paltrow
Lars von Trier
Karyn Kusama
Edward Bernds
Mamoru Hosoda
Shigeyasu Yamauchi
Luca Bercovici
Charles Walters
Stephen Daldry
Joe Berlinger
Uli Edel
McG
"George Tillman, Jr."
Antony Hoffman
Stig Bergqvist
Courtney Solomon
Nelson Shin
Danny Leiner
Ed Harris
Maggie Greenwald
E. Elias Merhige
John Wayne
Tom Gries
Henry Bromell
Norman René
Francine McDougall
Nadia Tass
Ben Bolt
Robert Townsend
John R. Cherry III
John Mackenzie
Rod Daniel
Gary Goddard
Chuck Sheetz
John Whitesell
Kasi Lemmons
Paddy Breathnach
Robert Fuest
Burt Reynolds
Emilio Estevez
Douglas Cheek
Gary Hardwick
Alejandro González Iñárritu
Sharon Maguire
Dennie Gordon
Tom Green
John Greyson
Harald Zwart
Christian Marquand
Roy Rowland
Jules Dassin
Kristian Levring
Donald Wrye
Burt Kennedy
David Wechter
Luke Greenfield
Costa Botes
Peter Markle
John Stockwell
Jonathan Glazer
Lawrence Guterman
Chris Nahon
Léa Pool
William Asher
Mario Monicelli
Hal Needham
Thomas K. Avildsen
Douglas Sirk
Mark Herrier
Alexander Mackendrick
Michael Schultz
Hironobu Sakaguchi
Motonori Sakakibara
Robert Luketic
Bud Yorkin
Allan Arkush
Bud Smith 
Bob Swaim
Percy Adlon
Ken Wiederhorn
Kenneth Johnson
Sam Firstenberg
Robert Radler
David Irving
Albert Pyun
Julien Temple
Martin Davidson
Mel Damski
David Hugh Jones
John Flynn
Joan Micklin Silver
Steve De Jarnatt
John Irvin
Joel Hershman
Alejandro Jodorowsky
Albert Magnoli
Jay Levey
Robert Bierman
Frank Henenlotter
Robert Clouse
Julie Davis
Brad Anderson
Blair Hayes
María Ripoll
Tim Blake Nelson
Jordan Brady
Charles T. Kanganis
Buzz Kulik
William Lustig
Richard Wenk
Robin Hardy
Blair Treu
Michael Cuesta
Charles Lamont
Karel Reisz
Edwin Sherin
Frank Capra
George Sluizer
Rudolph Maté
Samuel Fuller
Claude Pinoteau
Nancy Walker
Robert Kaylor
Alvin Rakoff
Rob Pritts
Eric Bross
Steve Beck
Jonathan Teplitzky
Richard Kelly
Brendan Malloy
Emmett Malloy
Barry Shear
Edward Dmytryk
Robert Moore
James Glickenhaus
Kevin Connor
Bert I. Gordon
Steve Carver
Harry Hook
Lewis Milestone
John Moore
Christopher Morahan
Lamont Johnson
Jeff Bleckner
Jesse Dylan
Marc Forster
Fritz Lang
Christophe Gans
Douglas Trumbull
Dewey Nicks
Jez Butterworth
Philippe de Broca
Shawn Levy
Daniel Stern
Donovan Cook
Jay Chandrasekhar
Michael Rymer
Barry Skolnick
Bill Kroyer
Kevin Bray
Barbara Peeters
Alain Resnais
Eric Karson
Chris Wedge
Charles Herman-Wurmfeld
Tony Maylam
Jay Sandrich
Dick Lowry
Sidney Poitier
David Hamilton
Wallace Wolodarsky
Walt Becker
Bill Paxton
Zoe Clarke-Williams
Michel Gondry
Joel Zwick
Fabián Bielinsky
Charles Haid
David Butler
Lorna Cook
Jill Sprecher
Finn Taylor
Peter Care
William Tannen
Daniel Attias
Jesse Vaughan
Dean DeBlois
Tuck Tucker
Sandra Goldbacher
John Stainton
Julio Médem
Peter Hastings
Gary Winick
Daniel Mann
Miguel Arteta
Mark Romanek
Desmond Davis
Umberto Lenzi
Robert Englund
John Polson
Tim Story
Louis Leterrier
Corey Yuen Kwai
Burr Steers
Alan Alda
Juan José Campanella
Oliver Hirschbiegel
Wych Kaosayananda
Steven Shainberg
Kevin Donovan
Gérard Krawczyk
George Hickenlooper
Anthony Russo
Joe Russo
Arthur Lubin
Brian Koppelman
Peter Kosminsky
Christian Charles
Adam Marcus
Gary Weis
Robert Greenwald
Bruce D. Clark
Just Jaeckin
Ken Shapiro
George Mihalka
Juan Piquer Simón
Georges Lautner
Charles Stone III
Dylan Kidd
Robert Parrish
Joseph McGrath
Ken Hughes
Michael Lembeck
Kari Skogland
Cy Endfield
Neil Marshall
William A. Graham
Jean Girault
Marcus Raboy
Rebecca Miller
Seth Kearsley
Robert Harmon
Maurice Phillips
Meir Zarchi
Paul Bartel
Juan Carlos Fresnadillo
Denzel Washington
Cathy Malkasian
Jeff McGrath
Joe Carnahan
King Vidor
Simon Langton
Steve Sekely
Dominic Anciano
Ray Burdis
Rob Marshall
Michel Lemire
Ruggero Deodato
Steven Schachter
Edward James Olmos
Jonathan Liebesman
Perry Henzell
Daisy von Scherler Mayer
Keith Fulton
Louis Pepe
Lucky McKee
Thaddeus O'Sullivan
Tony Aboyantz
Boaz Davidson
Jules Bass
"Arthur Rankin, Jr."
Chris Marker
Piers Haggard
David Gordon Green
Laetitia Colombani
Mars Callahan
Andrew J. Smith
Alex Smith
Caroline Link
Glen Morgan
Erik Skjoldbjærg
Jonas Åkerlund
Henry Levin
Justin Lin
Rob Zombie
Paul Hunter
John Erman
Daniel Algrant
Jim Fall
Richard Kwietniowski
Miles Swain
George Sidney
Cédric Klapisch
Rob Schmidt
Andrew Jarecki
Niki Caro
George Sherman
Lee H. Katzin
Frank Perry
Randall Miller
Fernando Trueba
John Eng
Rainer Werner Fassbinder
Anatole Litvak
Richard Thorpe
Patrick Gilmore
Clare Kilner
Gavin Grazer
Clark Johnson
Shari Springer Berman
Robert Pulcini
Jonathan Prince
André De Toth
David Winters
J.T.S. Moore
Deepa Mehta
Luchino Visconti
Kyle Rankin
Efram Potelle
Paul F. Ryan
Eli Roth
Hal Walker
Howard Storm
Len Wiseman
Nick Willing
Eric Till
Isabel Coixet
David Hillenbrand
Scott Hillenbrand
Sylvain Chomet
Hector Babenco
Gilles Mimouni
John Fawcett
Michael Karbelnikoff
Tom McCarthy
James Cox
John Robert Hoffman
Uwe Boll
Marcus Nispel
Christine Jeffs
Aaron Blaise
Robert Walker
Peter Collinson
Arthur Allan Seidelman
Michael Lessac
Carl Schenkel
Bill Murray
Barry L. Young
Geoff Burrowes
Bille Woodruff
Peter Webber
Sue Brooks
Jean-Claude Brisseau
Andy Cadiff
Cheryl Dunye
Nick Broomfield
Joan Churchill
Joseph Kahn
Roy Boulting
George Butler
L.Q. Jones
Kevin Macdonald
Chris Stokes
Bart Freundlich
James Sbardellati
Peter Merwin
Gavin O'Connor
Rory Kelly
Theodore Gershuny
Richard C. Sarafian
Sara Sugarman
Lisa Gottlieb
Kevin Allen
Zack Snyder
John Crowley
John Sanford
Matthew Ryan Hoge
Christopher Erskin
Damian Nieman
Nick Hamm
Michael Burke
Daniel Taplitz
Jan Kounen
Jonathan Kahn
Michael Vejar
Laurence Olivier
Marisa Silver
Marco Tullio Giordana
Youssef Chahine
Amos Gitai
Shôhei Imamura
Samira Makhmalbaf
Idrissa Ouedraogo
Danis Tanović
Jesús Salvador Treviño
Sergey Bondarchuk
Greg Yaitanes
John Gilling
Sidney Salkow
D.A. Pennebaker
Jon Sherman
Jack Pollexfen
Charles Frend
Emir Kusturica
David Maysles
Muffie Meyer
Ellen Hovde
George McCowan
Jessy Terrero
Brian Dannelly
Janice Karman
Joseph M. Newman
Elio Petri
Morgan Spurlock
Brian Desmond Hurst
Rawson Marshall Thurber
Shona Auerbach
Jerry London
Chen Kaige
Stewart Raffill
Gérard Pirès
Adam McKay
Joe Nussbaum
Mark Rosman
Raoul Walsh
David Greene
Michael Mayer
Robert Bresson
Jan Egleson
David L. Cunningham
Joseph H. Lewis
Basil Dearden
Nick Hurran
Jeff Balsmeyer
Hatsuki Tsuji
Jeremy Kagan
Kevin Tenney
Kerry Conran
Walter Salles
Shane Carruth
Richard Eyre
Takashi Shimizu
James Wan
Jean Cocteau
Henry King
László Benedek
George Pollock
Morton DaCosta
Peter Glenville
Gillo Pontecorvo
Bill Melendez
Leslie H. Martinson
Ray Goossens
Lee Payant
Hy Averback
Melville Shavelson
Giulio Petroni
Peter Sasdy
John D. Hancock
Alan Gibson
Denis Sanders
Douglas Hickox
Phil Karlson
Steve Peterson
Henri Gruel
Pierre Watrin
Francis Giacobetti
Richard T. Heffron
Bruce Gowers
John Korty
Charles E. Sellier Jr.
Kevin Sullivan
Michael Dinner
Pino Van Lamsweerde
Dick Maas
Steven Hilliard Stern
Donald G. Jackson
Harley Cokeliss
Stephen Chiodo
Jerry Kramer
Jim Blashfield
Philip Ridley
Martin Sheen
Eleanor Coppola
Rolf de Heer
Michael Schroeder
Yuen Woo-ping
Yurek Bogayevicz
Alex Winter
Rod Hardy
Diarmuid Lawrence
Johnny Depp
Michael Cohn
Michael Grossman
P.J. Pesce
Santiago Segura
Lawrence O'Neil
Peter Thorwarth
Boyd Kirkland
Dave Payne
Toshihiko Masuda
Michel Ocelot
Terry Winsor
Adrian Edmondson
Herbert Wise
Curt Geda
Jean de Segonzac
Guy Jenkin
Marc Evans
Morgan J. Freeman
Mark Mylod
Farhan Akhtar
David DeBartolomé
Fabrice Canepa
Michael Oblowitz
Enki Bilal
Bradley Raymond
Leander Haußmann
Ron Krauss
Kouji Morimoto
Peter Chung
Yoshiaki Kawajiri
Takeshi Koike
Shinichiro Watanabe
Greg Marcks
Olivier Dahan
Hugo Rodríguez
Katja von Garnier
Kenneth Bowser
John Maybury
Kazuhisa Takenôchi
Ryan Little
Chris Kentis
Paco Plaza
Hideo Nakata
Mark Achbar
Bruce Sinofsky
Scott Ziehl
William Arntz
Marty Callner
Shainee Gabel
Geoffrey Sax
Marcos Siega
Lynne Littman
Joyce Chopra
Robby Henson
Pablo Berger
Marco Kreuzpaintner
Hans Weingartner
Jean-François Richet
Jacques Becker
James Yukich
Rob Green
Francis Lawrence
Matthew Parkhill
Lloyd Kramer
Jacques Tourneur
Darren Grant
Florent-Emilio Siri
Charles Grosvenor
Sebastián Cordero
Mink 
Tim Fywell
Thomas Jahn
Adam Elliot
James William Guercio
Michael Haussman
Nicolas Gessner
Garth Jennings
Andrew Douglas
Dennis Gansel
David Duchovny
Jeffrey W. Byrd
Jaume Collet-Serra
Mariano Barroso
Campbell Scott
Bob Hathcock
Alastair Fothergill
Andy Byatt
Pietro Germi
Tom McGrath
Alice Wu
Chris Terrio
Damian Harris
Paolo Virzì
Mick Davis
Roland Suso Richter
Jérôme Maison
Roberto Rossellini
Paul Provenza
Arie Posin
Phil Morrison
Mike Bigelow
David Yates
Tony Piccirillo
Dorian Walker
Gary Chapman
Bruce Hunt
Fernando Meirelles
Pete Michels
Raoul Peck
Eugene Jarecki
Rob McKittrick
Craig Ross Jr.
Robert Schwentke
Bennett Miller
Dave McKean
Sturla Gunnarsson
Jessica Sharzer
Mike Marvin
Bent Hamer
John Hillcoat
Rowan Woods
David Miller
Shane Meadows
Christian Carion
Mikael Håfström
Joe Wright
Stu Pollard
David J. Burke
Laurence Dunmore
Francis Palluau
Hany Abu-Assad
Barbara Kopple
Simon Fellows
Petter Næss
Don Medford
Tommy Lee Jones
Susan Stroman
John Asher
Víctor Erice
Ed Bye
Nicholaus Goossen
James Gartner
Fabrice Du Welz
Marc Rothemund
Joachim Rønning
Espen Sandberg
Richard Schickel
Robert Markowitz
Sanaa Hamri
Yves Simoneau
Ol Parker
Andrew Leman
Jeremy Haft
Hunter Richards
Adam Rapp
Jim Sonzero
Bob Richardson
Catherine Cyran
Elizabeth Allen Rosenbaum
Brian Trenchard-Smith
Rob Spera
Liz Friedlander
Doug Atchison
William Brent Bell
David Steiman
Kirby Dick
Christian Volckman
Charley Stadler
Nicole Holofcener
Luc Dardenne
Jean-Pierre Dardenne
David Slade
Alex Turner
Ricardo de Montreuil
Ann Turner
Julian Jarrold
Aric Avelino
Alejandro Agresti
David Frankel
Gregory Dark
Chris Paine
Bryan Gordon
Claudio Fäh
Michele Lupo
Billy Kent
Jonathan Dayton
Valerie Faris
Paul Dinello
Charles Bail
Gil Kenan
Patrick Stettner
Erik Canuel
Ryan Fleck
Murali K. Thalluri
Clément Virgo
Albert Lamorisse
Allen Coulter
Laurie Collyer
Heidi Ewing
Rachel Grady
Alain Berbérian
Larry Charles
Scott Coffey
John Bonito
Michael O. Sajbel
John Gulager
Alex Kendrick
Bobcat Goldthwait
Gabriel Range
David Bowers
Sam Fell
Pat Holden
Asif Kapadia
Bob Odenkirk
Clive Saunders
Liam Lynch
Michel Hazanavicius
Robert Day
Johnnie To
Paul Feig
John Curran
Ali Selim
Paul Bolger
Sylvain White
Dave Meyers
Karen Moncrieff
Steven R. Monroe
Adrienne Shelly
Drew Heriot
Joshua Michael Stern
Danny Pang
Oxide Pang Chun
Jan Pinkava
Bruno Podalydès
Frédéric Auburtin
Nobuhiro Suwa
Oliver Schmitz
Daniela Thomas
Michael Hegner
Karsten Kiilerich
Ariel Vromen
Rachid Bouchareb
Simon Brand
Mike Clattenburg
Keoni Waxman
Menhaj Huda
Joel Bender
Paolo Sorrentino
Richard Compton
Tom Vaughan
Pierre Salvadori
Mennan Yapo
Martin Weisz
Kevin Munroe
Sergei Bodrov Jr.
Ivan Passer
Josh Gordon
Will Speck
Stephen J. Anderson
Enzo G. Castellari
David Von Ancken
Valérie Lemercier
Ben Washam
Ed Stone
Nimród Antal
Jon Kasdan
Steve Bendelack
Lenny Abrahamson
Harvey Glazer
Katherine Dieckmann
Jesse Peretz
Andrea Arnold
C.B. Harding
David Moreau
Xavier Palud
Kim Chapiron
Andrew Currie
Michael Traeger
Harry Harris
Michael Caleo
Jimmy T. Murakami
David Hewlett
Joey Lauren Adams
Akiva Schaffer
Laurent Tirard
Jeffrey Blitz
Fred Savage
Jake Paltrow
Kern Konwiser
David Ren
Hilary Brougher
Craig Gillespie
Gavin Hood
Susanne Bier
Jonny Campbell
Dan Reed
Zackary Adler
Anton Corbijn
Larry Fessenden
Alan Clarke
Simon J. Smith
Richard Schenkman
J.M. Kenny
Warren P. Sonoda
Alison Eastwood
Xavier Gens
Franck Khalfoun
Joby Harold
Dwayne Carey-Hill
Joe Lynch
Juan Antonio Bayona
Jacques Deray
Nisha Ganatra
Gary Hustwit
Dario Piana
Phil Flores
Mitchell Altieri
Andrew Lau
Goran Dukic
Tom Hooper
William Heins
Gary Lennon
Eric Valette
David E. Talbert
David Bruckner
Dan Bush
Jacob Gentry
Julian Gilbey
